instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weather_desc,weather_description
7443,,4,0,11,17,1,5,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.34,0.303,0.39,0.3284,24,286,310,Clear,"Clear, Few clouds, Partly cloudy"
7444,,4,0,11,18,1,5,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.34,0.3182,0.39,0.2537,23,185,208,Clear,"Clear, Few clouds, Partly cloudy"
7445,,4,0,11,19,1,5,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.32,0.3182,0.39,0.1642,17,182,199,Clear,"Clear, Few clouds, Partly cloudy"
7446,,4,0,11,20,1,5,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.32,0.3182,0.39,0.194,12,97,109,Clear,"Clear, Few clouds, Partly cloudy"
7447,,4,0,11,21,1,5,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.3,0.303,0.45,0.1642,4,79,83,Clear,"Clear, Few clouds, Partly cloudy"
7448,,4,0,11,22,1,5,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.32,0.3182,0.39,0.194,13,78,91,Clear,"Clear, Few clouds, Partly cloudy"
7449,,4,0,11,23,1,5,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.3,0.3182,0.45,0.0896,6,67,73,Clear,"Clear, Few clouds, Partly cloudy"
7450,,4,0,11,0,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.24,0.2424,0.6,0.1343,12,52,64,Clear,"Clear, Few clouds, Partly cloudy"
7451,,4,0,11,1,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.24,0.2424,0.6,0.1343,9,45,54,Clear,"Clear, Few clouds, Partly cloudy"
7452,,4,0,11,2,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.24,0.2576,0.65,0.0896,7,39,46,Clear,"Clear, Few clouds, Partly cloudy"
7453,,4,0,11,3,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.24,0.2424,0.7,0.1343,4,13,17,Clear,"Clear, Few clouds, Partly cloudy"
7454,,4,0,11,4,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.2,0.2121,0.8,0.1343,0,7,7,Clear,"Clear, Few clouds, Partly cloudy"
7455,,4,0,11,5,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.22,0.2576,0.75,0.0896,1,3,4,Clear,"Clear, Few clouds, Partly cloudy"
7456,,4,0,11,6,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.22,0.2273,0.75,0.1642,0,7,7,Clear,"Clear, Few clouds, Partly cloudy"
7457,,4,0,11,7,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.22,0.2273,0.75,0.194,3,24,27,Clear,"Clear, Few clouds, Partly cloudy"
7458,,4,0,11,8,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.26,0.2576,0.7,0.194,14,87,101,Clear,"Clear, Few clouds, Partly cloudy"
7459,,4,0,11,9,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.3,0.303,0.61,0.1642,18,142,160,Clear,"Clear, Few clouds, Partly cloudy"
7460,,4,0,11,10,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.34,0.3182,0.61,0.2836,62,170,232,Clear,"Clear, Few clouds, Partly cloudy"
7461,,4,0,11,11,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.38,0.3939,0.54,0.2836,102,213,315,Clear,"Clear, Few clouds, Partly cloudy"
7462,,4,0,11,12,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.44,0.4394,0.44,0.2836,142,224,366,Clear,"Clear, Few clouds, Partly cloudy"
7463,,4,0,11,13,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.48,0.4697,0.36,0.2836,128,225,353,Clear,"Clear, Few clouds, Partly cloudy"
7464,,4,0,11,14,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5,0.4848,0.36,0.2985,191,244,435,Clear,"Clear, Few clouds, Partly cloudy"
7465,,4,0,11,15,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.52,0.5,0.29,0.2836,165,221,386,Clear,"Clear, Few clouds, Partly cloudy"
7466,,4,0,11,16,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.52,0.5,0.32,0.2537,137,224,361,Clear,"Clear, Few clouds, Partly cloudy"
7467,,4,0,11,17,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5,0.4848,0.34,0.2537,92,193,285,Clear,"Clear, Few clouds, Partly cloudy"
7468,,4,0,11,18,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.42,0.4242,0.58,0.194,53,150,203,Clear,"Clear, Few clouds, Partly cloudy"
7469,,4,0,11,19,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.42,0.4242,0.5,0.2537,32,139,171,Clear,"Clear, Few clouds, Partly cloudy"
7470,,4,0,11,20,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.42,0.4242,0.5,0.2836,31,101,132,Clear,"Clear, Few clouds, Partly cloudy"
7471,,4,0,11,21,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.42,0.4242,0.47,0.2836,19,103,122,Clear,"Clear, Few clouds, Partly cloudy"
7472,,4,0,11,22,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.42,0.4242,0.47,0.2537,30,88,118,Clear,"Clear, Few clouds, Partly cloudy"
7473,,4,0,11,23,0,6,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4,0.4091,0.58,0.1642,23,78,101,Clear,"Clear, Few clouds, Partly cloudy"
7474,,4,0,11,0,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.4,0.4091,0.58,0.194,12,61,73,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7475,,4,0,11,1,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3485,0.66,0.194,13,58,71,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7476,,4,0,11,2,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.36,0.3636,0.57,0.1045,9,48,57,Clear,"Clear, Few clouds, Partly cloudy"
7477,,4,0,11,3,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3485,0.62,0.1343,8,20,28,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7478,,4,0,11,4,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.36,0.3485,0.62,0.1343,1,5,6,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7479,,4,0,11,5,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.34,0.3333,0.61,0.1642,2,3,5,Clear,"Clear, Few clouds, Partly cloudy"
7480,,4,0,11,6,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.34,0.3333,0.66,0.1343,5,18,23,Clear,"Clear, Few clouds, Partly cloudy"
7481,,4,0,11,7,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.34,0.3182,0.66,0.2239,13,30,43,Clear,"Clear, Few clouds, Partly cloudy"
7482,,4,0,11,8,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.34,0.3485,0.66,0.0896,24,55,79,Clear,"Clear, Few clouds, Partly cloudy"
7483,,4,0,11,9,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.4,0.4091,0.54,0.2836,38,97,135,Clear,"Clear, Few clouds, Partly cloudy"
7484,,4,0,11,10,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.44,0.4394,0.44,0.3284,63,178,241,Clear,"Clear, Few clouds, Partly cloudy"
7485,,4,0,11,11,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.46,0.4545,0.4,0.4179,108,187,295,Clear,"Clear, Few clouds, Partly cloudy"
7486,,4,0,11,12,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.29,0.4179,112,242,354,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7487,,4,0,11,13,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.29,0.4179,105,234,339,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7488,,4,0,11,14,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.28,0.4925,108,263,371,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7489,,4,0,11,15,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.42,0.3284,89,221,310,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7490,,4,0,11,16,0,0,0,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.28,0.3881,93,226,319,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7491,,4,0,11,17,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.52,0.5,0.27,0.3284,44,187,231,Clear,"Clear, Few clouds, Partly cloudy"
7492,,4,0,11,18,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.52,0.5,0.27,0.3284,35,155,190,Clear,"Clear, Few clouds, Partly cloudy"
7493,,4,0,11,19,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5,0.4848,0.29,0.3582,36,121,157,Clear,"Clear, Few clouds, Partly cloudy"
7494,,4,0,11,20,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.5,0.4848,0.31,0.3582,24,115,139,Clear,"Clear, Few clouds, Partly cloudy"
7495,,4,0,11,21,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.48,0.4697,0.36,0.2537,19,76,95,Clear,"Clear, Few clouds, Partly cloudy"
7496,,4,0,11,22,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.48,0.4697,0.41,0.3881,25,64,89,Clear,"Clear, Few clouds, Partly cloudy"
7497,,4,0,11,23,0,0,0,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.46,0.4545,0.51,0.2985,18,49,67,Clear,"Clear, Few clouds, Partly cloudy"
7498,,4,0,11,0,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.46,0.4545,0.59,0.2836,8,22,30,Clear,"Clear, Few clouds, Partly cloudy"
7499,,4,0,11,1,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.46,0.4545,0.63,0.2985,5,6,11,Clear,"Clear, Few clouds, Partly cloudy"
7500,,4,0,11,2,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.46,0.4545,0.63,0.3582,7,10,17,Clear,"Clear, Few clouds, Partly cloudy"
7501,,4,0,11,3,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.44,0.4394,0.67,0.2836,4,3,7,Clear,"Clear, Few clouds, Partly cloudy"
7502,,4,0,11,4,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.44,0.4394,0.67,0.2239,0,5,5,Clear,"Clear, Few clouds, Partly cloudy"
7503,,4,0,11,5,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.44,0.4394,0.67,0.2537,0,19,19,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7504,,4,0,11,6,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.44,0.4394,0.72,0.2239,10,104,114,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7505,,4,0,11,7,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.44,0.4394,0.72,0.2537,11,311,322,Clear,"Clear, Few clouds, Partly cloudy"
7506,,4,0,11,8,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.46,0.4545,0.67,0.194,27,425,452,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7507,,4,0,11,9,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.48,0.4697,0.67,0.3284,29,204,233,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7508,,4,0,11,10,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.63,0.2836,26,85,111,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7509,,4,0,11,11,0,1,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.6,0.2836,22,106,128,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7510,,4,0,11,12,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.56,0.5303,0.56,0.2985,36,166,202,Clear,"Clear, Few clouds, Partly cloudy"
7511,,4,0,11,13,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.6212,0.49,0.3881,50,153,203,Clear,"Clear, Few clouds, Partly cloudy"
7512,,4,0,11,14,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.6212,0.46,0.4478,47,138,185,Clear,"Clear, Few clouds, Partly cloudy"
7513,,4,0,11,15,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.64,0.6212,0.44,0.3284,53,142,195,Clear,"Clear, Few clouds, Partly cloudy"
7514,,4,0,11,16,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.6212,0.46,0.4179,51,264,315,Clear,"Clear, Few clouds, Partly cloudy"
7515,,4,0,11,17,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.62,0.6212,0.46,0.2537,55,464,519,Clear,"Clear, Few clouds, Partly cloudy"
7516,,4,0,11,18,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.56,0.5303,0.56,0.2836,29,460,489,Clear,"Clear, Few clouds, Partly cloudy"
7517,,4,0,11,19,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.6212,0.53,0.2985,28,274,302,Clear,"Clear, Few clouds, Partly cloudy"
7518,,4,0,11,20,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.6212,0.53,0.3582,30,210,240,Clear,"Clear, Few clouds, Partly cloudy"
7519,,4,0,11,21,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.6,0.6212,0.53,0.3582,37,176,213,Clear,"Clear, Few clouds, Partly cloudy"
7520,,4,0,11,22,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.58,0.5455,0.56,0.3582,17,96,113,Clear,"Clear, Few clouds, Partly cloudy"
7521,,4,0,11,23,0,1,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.56,0.5303,0.64,0.2985,13,48,61,Clear,"Clear, Few clouds, Partly cloudy"
7522,,4,0,11,0,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.56,0.5303,0.64,0.3582,7,15,22,Clear,"Clear, Few clouds, Partly cloudy"
7523,,4,0,11,1,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.56,0.5303,0.6,0.2985,5,5,10,Clear,"Clear, Few clouds, Partly cloudy"
7524,,4,0,11,2,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.56,0.5303,0.64,0.2537,7,8,15,Clear,"Clear, Few clouds, Partly cloudy"
7525,,4,0,11,3,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.68,0.3284,0,4,4,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7526,,4,0,11,4,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.56,0.5303,0.64,0.2985,1,6,7,Clear,"Clear, Few clouds, Partly cloudy"
7527,,4,0,11,5,0,2,1,"Clear, Few clouds, Partly cloudy, Partly cloudy",0.54,0.5152,0.68,0.2836,2,26,28,Clear,"Clear, Few clouds, Partly cloudy"
7528,,4,0,11,6,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.56,0.5303,0.64,0.0896,4,104,108,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7529,,4,0,11,7,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.68,0.1642,21,298,319,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7530,,4,0,11,8,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.68,0.1045,27,453,480,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7531,,4,0,11,9,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.56,0.5303,0.64,0.0896,26,174,200,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7532,,4,0,11,10,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.56,0.5303,0.64,0.2836,23,115,138,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7533,,4,0,11,11,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.56,0.5303,0.64,0.194,18,116,134,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7534,,4,0,11,12,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.68,0.0,28,148,176,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7535,,4,0,11,13,0,2,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.54,0.5152,0.6,0.2239,21,132,153,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7536,,4,0,11,14,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.6,0.2836,27,120,147,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7537,,4,0,11,15,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.54,0.5152,0.6,0.1343,36,155,191,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7538,,4,0,11,16,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.52,0.5,0.68,0.1343,31,240,271,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7539,,4,0,11,17,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.72,0.194,29,422,451,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7540,,4,0,11,18,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.72,0.2836,27,414,441,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7541,,4,0,11,19,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.72,0.3582,27,259,286,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7542,,4,0,11,20,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.48,0.4697,0.82,0.1343,26,212,238,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7543,,4,0,11,21,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.5,0.4848,0.77,0.0896,23,145,168,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7544,,4,0,11,22,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.46,0.4545,0.88,0.1045,19,109,128,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7545,,4,0,11,23,0,2,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.46,0.4545,0.94,0.1045,14,66,80,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7546,,4,0,11,0,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.46,0.4545,0.94,0.0,5,26,31,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7547,,4,0,11,1,0,3,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.46,0.4545,0.94,0.0896,0,5,5,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7548,,4,0,11,2,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.46,0.4545,0.94,0.1045,4,6,10,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7549,,4,0,11,3,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.46,0.4545,0.94,0.1045,2,3,5,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7550,,4,0,11,4,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.44,0.4394,1.0,0.2239,1,3,4,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7551,,4,0,11,5,0,3,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.46,0.4545,0.94,0.1045,0,13,13,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7552,,4,0,11,6,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.46,0.4545,0.94,0.0896,4,52,56,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7553,,4,0,11,7,0,3,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.46,0.4545,0.94,0.0,7,130,137,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7554,,4,0,11,8,0,3,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.46,0.4545,0.94,0.0,9,223,232,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7555,,4,0,11,9,0,3,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.46,0.4545,0.94,0.0,5,77,82,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7556,,4,0,11,10,0,3,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.46,0.4545,0.94,0.0,4,32,36,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7557,,4,0,11,11,0,3,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.46,0.4545,0.94,0.0896,7,53,60,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7558,,4,0,11,12,0,3,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.46,0.4545,1.0,0.0,5,49,54,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7559,,4,0,11,13,0,3,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.46,0.4545,0.94,0.1343,6,52,58,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7560,,4,0,11,14,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.46,0.4545,1.0,0.1343,12,49,61,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7561,,4,0,11,15,0,3,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.48,0.4697,0.94,0.1045,16,50,66,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7562,,4,0,11,16,0,3,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.48,0.4697,0.94,0.1045,13,110,123,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7563,,4,0,11,17,0,3,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.48,0.4697,0.88,0.194,17,216,233,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7564,,4,0,11,18,0,3,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.46,0.4545,0.88,0.3881,13,176,189,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7565,,4,0,11,19,0,3,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.46,0.4545,0.88,0.3881,3,108,111,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7566,,4,0,11,20,0,3,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.44,0.4394,0.88,0.3881,5,94,99,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7567,,4,0,11,21,0,3,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.44,0.4394,0.88,0.2836,3,72,75,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7568,,4,0,11,22,0,3,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.42,0.4242,0.88,0.2239,1,45,46,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7569,,4,0,11,23,0,3,1,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds",0.42,0.4242,0.88,0.1343,3,28,31,Light Snow/Rain,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain + Scattered clouds"
7570,,4,0,11,0,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.42,0.4242,0.88,0.2537,2,22,24,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
7571,,4,0,11,1,0,4,1,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist",0.42,0.4242,0.82,0.1642,0,5,5,Mist,"Mist + Cloudy, Mist + Broken clouds, Mist + Few clouds, Mist"
